Designator,Footprint,Quantity,Value,LCSC Part #
J1,PMOD_Socket_2x06_P2.54mm_Horizontal,1,PMOD1_A,
J17,PMOD_Socket_2x06_P2.54mm_Horizontal,1,PMOD1_B,
J18,PMOD_Socket_2x06_P2.54mm_Horizontal,1,PMOD2_B,
J3,PMOD_Socket_2x06_P2.54mm_Horizontal,1,PMOD2_A,
