Designator,Mid X,Mid Y,Rotation,Layer
C1,114.345,-95.2409,-90.0,top
C2,132.8,-95.0859,90.0,top
J2,116.0,-95.0,180.0,bottom
J3,131.24,-95.0,0.0,bottom
U1,123.62,-95.0859,-90.0,top
